Serial Number of system during year	Basin of origin	Name	Date (DD/MM/YYYY)	Time (UTC)	Latitude (lat.)	Longitude (lon.)	"CI No [or ""T. No""]"	"Estimated Central Pressure (hPa) [or ""E.C.P""]"	Maximum Sustained Surface Wind (kt) 	"Pressure Drop (hPa)[or ""delta P""]"	Grade (text)	Outermost closed isobar (hPa)	Diameter/Size of outermost closed isobar (in degree)
11_2018	AS	LUBAN	09/10/2018	0000	12.9	60.2	3	994.0	45.0	12.0	CS		
11_2018	AS	LUBAN	09/10/2018	0300	13	60.1	3	994.0	45.0	12.0	CS		
11_2018	AS	LUBAN	09/10/2018	0600	13.1	60.1	3	994.0	45.0	12.0	CS		
11_2018	AS	LUBAN	09/10/2018	0900	13.2	60.0	3.5	992.0	50.0	14.0	SCS		
11_2018	AS	LUBAN	09/10/2018	1200	13.3	59.7	3.5	990.0	55.0	16.0	SCS		
11_2018	AS	LUBAN	09/10/2018	1500	13.4	59.5	3.5	990.0	55.0	16.0	SCS		
11_2018	AS	LUBAN	09/10/2018	1800	13.5	59.3	3.5	990.0	55.0	16.0	SCS		
11_2018	AS	LUBAN	09/10/2018	2100	13.6	59.1	3.5	988.0	60.0	18.0	SCS		
11_2018	AS	LUBAN	10/10/2018	0000	14.1	59.0	4	985.0	65.0	21.0	VSCS		
11_2018	AS	LUBAN	10/10/2018	0300	14.1	59.0	4	984.0	65.0	22.0	VSCS		
11_2018	AS	LUBAN	10/10/2018	0600	14.2	58.9	4.5	978.0	75.0	28.0	VSCS		
11_2018	AS	LUBAN	10/10/2018	0900	14.4	58.7	4.5	978.0	75.0	28.0	VSCS		
11_2018	AS	LUBAN	10/10/2018	1200	14.4	58.6	4	978.0	75.0	28.0	VSCS		
11_2018	AS	LUBAN	10/10/2018	1500	14.5	58.5	4	978.0	75.0	28.0	VSCS		
11_2018	AS	LUBAN	10/10/2018	1800	14.6	58.4	4	978.0	75.0	28.0	VSCS		
11_2018	AS	LUBAN	10/10/2018	2100	14.6	58.4	4	978.0	75.0	28.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	0000	14.7	58.1	4	978.0	75.0	28.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	0300	14.5	58.0	4	980.0	70.0	26.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	0600	14.5	57.8	4	980.0	70.0	26.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	0900	14.5	57.8	4	980.0	70.0	26.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	1200	14.5	57.7	4	980.0	70.0	26.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	1500	14.5	57.7	4	980.0	70.0	26.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	1800	14.6	57.6	4	980.0	70.0	26.0	VSCS		
11_2018	AS	LUBAN	11/10/2018	2100	14.7	57.6	4	980.0	65.0	26.0	VSCS		
11_2018	AS	LUBAN	12/10/2018	0000	14.7	57.6	3.5	984.0	60.0	22.0	VSCS		
11_2018	AS	LUBAN	12/10/2018	0300	14.7	57.4	3	987.0	55.0	25.0	SCS		
11_2018	AS	LUBAN	12/10/2018	0600	14.7	57.3	3	990.0	50.0	16.0	SCS		
11_2018	AS	LUBAN	12/10/2018	0900	14.7	57.2	3	990.0	50.0	16.0	SCS		
11_2018	AS	LUBAN	12/10/2018	1200	14.7	57.1	3	991.0	50.0	15.0	SCS		
11_2018	AS	LUBAN	12/10/2018	1500	14.7	56.9	3	992.0	50.0	14.0	SCS		
11_2018	AS	LUBAN	12/10/2018	1800	14.8	56.6	3	994.0	45.0	12.0	CS		
11_2018	AS	LUBAN	12/10/2018	2100	14.8	56.3	3	994.0	45.0	12.0	CS		
11_2018	AS	LUBAN	13/10/2018	0000	14.8	56.0	3	994.0	45.0	12.0	CS		
11_2018	AS	LUBAN	13/10/2018	0300	14.8	55.6	2.5	994.0	40.0	12.0	CS		
11_2018	AS	LUBAN	13/10/2018	0600	14.9	55.2	2.5	994.0	40.0	12.0	CS		
11_2018	AS	LUBAN	13/10/2018	0900	14.9	54.8	2.5	994.0	40.0	12.0	CS		
11_2018	AS	LUBAN	13/10/2018	1200	14.9	54.4	2.5	994.0	40.0	12.0	CS		
11_2018	AS	LUBAN	13/10/2018	1500	14.9	54.0	2.5	994.0	40.0	12.0	CS		
11_2018	AS	LUBAN	13/10/2018	1800	15	53.7	2.5	996.0	40.0	10.0	CS		
11_2018	AS	LUBAN	13/10/2018	2100	15.1	53.3	2.5	996.0	40.0	10.0	CS		
11_2018	AS	LUBAN	14/10/2018	0000	15.3	52.8	2.5	998.0	40.0	8.0	CS		
11_2018	AS	LUBAN	14/10/2018	0300	15.6	52.5	2.5	998.0	40.0	8.0	CS		
11_2018	AS	LUBAN	14/10/2018		Crossed Yemen and adjoining Oman coasts near 15.80N and 52.20E during 0530 to 0600 UTC 								
11_2018	AS	LUBAN	14/10/2018	0600	15.9	52.1	-	999.0	35.0	7.0	CS		
11_2018	AS	LUBAN	14/10/2018	0900	15.9	51.7	-	1000.0	30.0	6.0	DD		
11_2018	AS	LUBAN	14/10/2018	1200	15.9	51.2	-	1001.0	30.0	5.0	DD		
11_2018	AS	LUBAN	14/10/2018	1800	16.2	50.7	-	1002.0	25.0	4.0	D		
11_2018	AS	LUBAN	15/10/2018	0000	16.2	49.0	-	1003.0	25.0	3.0	D		
11_2018	AS	LUBAN	15/10/2018	0300	Weakened into a well-marked low pressure area over Yemen and adjoining Saudi Arabia 								
12_2018	BOB	TITLI	08/10/2018	0300	14	88.8	1.5	1002.0	25.0	3.0	D		
12_2018	BOB	TITLI	08/10/2018	0600	14	88.8	1.5	1002.0	25.0	4.0	D		
12_2018	BOB	TITLI	08/10/2018	1200	14.3	88.2	1.5	1002.0	25.0	4.0	D		
12_2018	BOB	TITLI	08/10/2018	1800	14.5	87.6	2	1000.0	30.0	5.0	DD		
12_2018	BOB	TITLI	09/10/2018	0000	14.7	87.1	2	1000.0	30.0	5.0	DD		
12_2018	BOB	TITLI	09/10/2018	0300	14.7	86.9	2	999.0	30.0	6.0	DD		
12_2018	BOB	TITLI	09/10/2018	0600	14.8	86.7	2.5	998.0	35.0	7.0	CS		
12_2018	BOB	TITLI	09/10/2018	0900	14.9	86.6	2.5	997.0	35.0	7.0	CS		
12_2018	BOB	TITLI	09/10/2018	1200	15.1	86.4	2.5	996.0	40.0	8.0	CS		
12_2018	BOB	TITLI	09/10/2018	1500	15.3	86.2	2.5	995.0	40.0	9.0	CS		
12_2018	BOB	TITLI	09/10/2018	1800	15.5	86.0	3	996.0	45.0	10.0	CS		
12_2018	BOB	TITLI	09/10/2018	2100	15.7	85.8	3	994.0	50.0	12.0	SCS		
12_2018	BOB	TITLI	10/10/2018	0000	16	85.8	3.5	990.0	55.0	16.0	SCS		
12_2018	BOB	TITLI	10/10/2018	0300	16.5	85.8	3.5	988.0	60.0	18.0	SCS		
12_2018	BOB	TITLI	10/10/2018	0600	17	85.6	4	982.0	70.0	24.0	VSCS		
12_2018	BOB	TITLI	10/10/2018	0900	17.3	85.4	4.5	976.0	75.0	28.0	VSCS		
12_2018	BOB	TITLI	10/10/2018	1200	17.5	85.3	4.5	972.0	80.0	32.0	VSCS		
12_2018	BOB	TITLI	10/10/2018	1500	17.7	85.2	4.5	972.0	80.0	32.0	VSCS		
12_2018	BOB	TITLI	10/10/2018	1800	18.2	85.1	4.5	972.0	80.0	32.0	VSCS		
12_2018	BOB	TITLI	10/10/2018	2100	18.6	84.7	4.5	972.0	80.0	32.0	VSCS		
12_2018	BOB	TITLI	10/10/2018		Crossed north Andhra Pradesh and south Odisha coasts near 18.80N/84.50E during 2300 UTC of 10th and -0000 UTC of 11th								
12_2018	BOB	TITLI	11/10/2018	0000	18.8	84.4	-	972.0	80.0	32.0	VSCS		
12_2018	BOB	TITLI	11/10/2018	0300	19	84.1	-	985.0	65.0	21.0	VSCS		
12_2018	BOB	TITLI	11/10/2018	0600	19.3	83.8	-	988.0	60.0	18.0	SCS		
12_2018	BOB	TITLI	11/10/2018	0900	19.6	83.8	-	994.0	50.0	12.0	SCS		
12_2018	BOB	TITLI	11/10/2018	1200	19.9	83.7	-	996.0	45.0	10.0	CS		
12_2018	BOB	TITLI	11/10/2018	1500	20.1	84.0	-	998.0	40.0	8.0	CS		
12_2018	BOB	TITLI	11/10/2018	1800	20.3	84.3	-	999.0	30.0	6.0	DD		
12_2018	BOB	TITLI	12/10/2018	0000	20.5	84.7	-	1000.0	30.0	6.0	DD		
12_2018	BOB	TITLI	12/10/2018	0300	20.6	84.9	-	1001.0	30.0	5.0	DD		
12_2018	BOB	TITLI	12/10/2018	0600	20.8	85.2	-	1001.0	30.0	5.0	DD		
12_2018	BOB	TITLI	12/10/2018	0900	20.9	85.5	-	1002.0	25.0	4.0	D		
12_2018	BOB	TITLI	12/10/2018	1200	21.2	86.1	-	1002.0	25.0	4.0	D		
12_2018	BOB	TITLI	12/10/2018	1800	21.9	87.2	-	1003.0	25.0	4.0	D		
12_2018	BOB	TITLI	12/10/2018	2100	22.1	87.5	-	1004.0	20.0	3.0	D		
12_2018	BOB	TITLI	13/10/2018	0000	Weakened into a well-marked low pressure area over Gangetic West Bengal and adjoining Bangladesh &BoB.								
13_2018	BOB	GAJA	10/11/2018	0300	11.7	92.5	1.5	1003.0	25.0	3.0	D		
13_2018	BOB	GAJA	10/11/2018	0600	12	92.0	1.5	1002.0	25.0	4.0	D		
13_2018	BOB	GAJA	10/11/2018	1200	12.6	90.8	2	1001.0	30.0	5.0	DD		
13_2018	BOB	GAJA	10/11/2018	1800	13	89.9	2	1000.0	30.0	6.0	DD		
13_2018	BOB	GAJA	11/11/2018	0000	13.4	89.3	2.5	999.0	35.0	7.0	CS		
13_2018	BOB	GAJA	11/11/2018	0300	13.5	88.9	2.5	999.0	35.0	7.0	CS		
13_2018	BOB	GAJA	11/11/2018	0600	13.5	88.5	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	11/11/2018	0900	13.5	88.2	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	11/11/2018	1200	13.5	88.0	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	11/11/2018	1500	13.5	87.7	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	11/11/2018	1800	13.4	87.4	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	11/11/2018	2100	13.5	87.2	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	0000	13.3	87.1	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	0300	13.1	87.0	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	0600	12.9	86.9	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	0900	12.9	86.9	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	1200	12.6	87.3	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	1500	12.9	87.5	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	1800	13.2	87.5	2.5	996.0	45.0	8.0	CS		
13_2018	BOB	GAJA	12/11/2018	2100	13.2	87.3	2.5	996.0	45.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	0000	13.2	87.2	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	0300	13.3	87.1	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	0600	13.5	86.6	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	0900	13.4	86.4	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	1200	13.4	86.0	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	1500	13.2	85.8	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	1800	13.2	85.6	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	13/11/2018	2100	13.1	85.5	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	14/11/2018	0000	13.1	85.3	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	14/11/2018	0300	13	85.1	2.5	998.0	40.0	8.0	CS		
13_2018	BOB	GAJA	14/11/2018	0600	12.8	84.8	2.5	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	14/11/2018	0900	12.6	84.6	2.5	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	14/11/2018	1200	12.4	84.2	2.5	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	14/11/2018	1500	12.2	84.2	2.5	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	14/11/2018	1800	12	83.8	2.5	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	14/11/2018	2100	11.8	83.4	2.5	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	15/11/2018	0000	11.5	83.2	2.5	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	15/11/2018	0300	11.3	82.6	3	994.0	50.0	12.0	SCS		
13_2018	BOB	GAJA	15/11/2018	0600	11.2	82.0	3.5	990.0	55.0	15.0	SCS		
13_2018	BOB	GAJA	15/11/2018	0900	11	81.5	3.5	989.0	55.0	16.0	SCS		
13_2018	BOB	GAJA	15/11/2018	1200	10.8	81.2	3.5	988.0	60.0	18.0	SCS		
13_2018	BOB	GAJA	15/11/2018	1500	10.6	80.7	4	984.0	65.0	21.0	VSCS		
13_2018	BOB	GAJA	15/11/2018	1800	10.5	80.3	4	976.0	70.0	30.0	VSCS		
13_2018	BOB	GAJA	15/11/2018		Crossed Tamil Nadu and Puducherry coasts between Nagapattinam& Vedaranniyam near 10.45N and 79.80E during 1900 to 2100 UTC								
13_2018	BOB	GAJA	15/11/2018	2100	10.4	79.7	-	976.0	70.0	30.0	VSCS		
13_2018	BOB	GAJA	16/11/2018	0000	10.4	79.2	-	990.0	55.0	15.0	SCS		
13_2018	BOB	GAJA	16/11/2018	0300	10.4	78.5	-	996.0	45.0	10.0	CS		
13_2018	BOB	GAJA	16/11/2018	0600	10.5	77.6	-	1000.0	30.0	6.0	DD		
13_2018	BOB	GAJA	16/11/2018	1200	10.1	76.4	1.5	1002.0	25.0	4.0	D		
13_2018	BOB	GAJA	16/11/2018	1800	9.9	75.3	1.5	1002.0	25.0	4.0	D		
13_2018	BOB	GAJA	17/11/2018	0000	9.8	74.3	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	17/11/2018	0300	9.8	73.7	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	17/11/2018	0600	9.8	73.2	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	17/11/2018	1200	9.9	71.7	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	17/11/2018	1800	10.1	70.5	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	18/11/2018	0000	10.3	69.6	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	18/11/2018	0300	10.4	69.4	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	18/11/2018	0600	10.5	69.0	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	18/11/2018	1200	10.7	68.5	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	18/11/2018	1800	10.8	67.5	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	19/11/2018	0000	11	66.6	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	19/11/2018	0300	11.1	66.3	2	1003.0	30.0	5.0	DD		
13_2018	BOB	GAJA	19/11/2018	0600	11.2	65.8	1.5	1004.0	25.0	4.0	D		
13_2018	BOB	GAJA	19/11/2018	1200	11.2	65.0	1.5	1004.0	25.0	4.0	D		
13_2018	BOB	GAJA	19/11/2018	1800	Weakened into a well marked low pressure area over southwest & adjoining southeast Arabian Sea								
14_2018	BOB	PHETHAI	13/12/2018	0000	6.5	88.7	1.5	1004.0	25.0	3.0	D		
14_2018	BOB	PHETHAI	13/12/2018	0300	6.7	88.6	1.5	1004.0	25.0	3.0	D		
14_2018	BOB	PHETHAI	13/12/2018	0600	6.8	88.5	1.5	1003.0	25.0	4.0	D		
14_2018	BOB	PHETHAI	13/12/2018	1200	7.3	88.2	1.5	1003.0	25.0	4.0	D		
14_2018	BOB	PHETHAI	13/12/2018	1800	7.6	88.0	2	1002.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	14/12/2018	0000	8.2	87.6	2	1002.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	14/12/2018	0300	8.5	87.4	2	1002.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	14/12/2018	0600	8.5	87.4	2	1002.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	14/12/2018	1200	8.6	86.8	2	1002.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	14/12/2018	1800	8.8	86.2	2	1002.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	15/12/2018	0000	9	85.5	2	1002.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	15/12/2018	0300	9.2	85.2	2	1001.0	30.0	6.0	DD		
14_2018	BOB	PHETHAI	15/12/2018	0600	9.4	85.1	2	1001.0	30.0	6.0	DD		
14_2018	BOB	PHETHAI	15/12/2018	1200	10.3	84.9	2.5	1000.0	35.0	7.0	CS		
14_2018	BOB	PHETHAI	15/12/2018	1500	10.7	84.7	2.5	1000.0	35.0	7.0	CS		
14_2018	BOB	PHETHAI	15/12/2018	1800	11	84.6	2.5	1000.0	35.0	7.0	CS		
14_2018	BOB	PHETHAI	15/12/2018	2100	11.1	84.5	2.5	1000.0	35.0	7.0	CS		
14_2018	BOB	PHETHAI	16/12/2018	0000	11.3	84.3	3	998.0	40.0	8.0	CS		
14_2018	BOB	PHETHAI	16/12/2018	0300	11.8	84.1	3	996.0	45.0	10.0	CS		
14_2018	BOB	PHETHAI	16/12/2018	0600	12.2	83.9	3	996.0	45.0	10.0	CS		
14_2018	BOB	PHETHAI	16/12/2018	0900	12.6	83.6	3	994.0	50.0	13.0	SCS		
14_2018	BOB	PHETHAI	16/12/2018	1200	13.3	83.0	3.5	992.0	55.0	15.0	SCS		
14_2018	BOB	PHETHAI	16/12/2018	1500	13.8	82.7	3.5	992.0	55.0	15.0	SCS		
14_2018	BOB	PHETHAI	16/12/2018	1800	14	82.5	3.5	992.0	55.0	15.0	SCS		
14_2018	BOB	PHETHAI	16/12/2018	2100	14.5	82.2	3.5	992.0	55.0	15.0	SCS		
14_2018	BOB	PHETHAI	17/12/2018	0000	15.2	82.2	3	994.0	50.0	13.0	SCS		
14_2018	BOB	PHETHAI	17/12/2018	0300	15.8	82.2	3	997.0	45.0	10.0	CS		
14_2018	BOB	PHETHAI	17/12/2018	0600	16.2	82.2	3	997.0	45.0	10.0	CS		
14_2018	BOB	PHETHAI	17/12/2018		Crossed Andhra Pradesh coast near 16.550N and 82.250E 25 km south of Yanam and 40 km south of Kakinada during 0800 to 0900 UTC 								
14_2018	BOB	PHETHAI	17/12/2018	0900	16.7	82.3	-	998.0	40.0	8.0	CS		
14_2018	BOB	PHETHAI	17/12/2018	1200	16.9	82.4	2	1001.0	30.0	6.0	DD		
14_2018	BOB	PHETHAI	17/12/2018		Crossed Andhra Pradesh coast close to TUNI during 1400 to 1500 UTC								
14_2018	BOB	PHETHAI	17/12/2018	1500	17.3	82.5	-	1004.0	30.0	5.0	DD		
14_2018	BOB	PHETHAI	17/12/2018	1800	17.5	82.5	-	1006.0	25.0	3.0	D		
14_2018	BOB	PHETHAI	18/12/2018	0000	Weakened into a well marked low pressure area over northwest and adjoining westcentral Bay of Bengal and coastal Odisha.								
1_2019	BOB	PABUK	04/01/2019	1200	8.5	99.7	-	998.0	45.0	10.0	CS		
1_2019	BOB	PABUK	04/01/2019	1500	8.6	99.5	-	998.0	45.0	10.0	CS		
1_2019	BOB	PABUK	04/01/2019	1800	8.7	99.2	-	998.0	45.0	10.0	CS		
1_2019	BOB	PABUK	04/01/2019	2100	8.8	99.0	-	998.0	45.0	10.0	CS		
1_2019	BOB	PABUK	05/01/2019	0000	8.9	98.7	-	1000.0	40.0	8.0	CS		
1_2019	BOB	PABUK	05/01/2019	0300	9.1	98.1	-	1000.0	40.0	8.0	CS		
1_2019	BOB	PABUK	05/01/2019	0600	9.3	97.6	2.5	1000.0	40.0	8.0	CS		
1_2019	BOB	PABUK	05/01/2019	0900	9.5	97.3	2.5	1000.0	40.0	8.0	CS		
1_2019	BOB	PABUK	05/01/2019	1200	9.8	97.1	2.5	1000.0	40.0	8.0	CS		
1_2019	BOB	PABUK	05/01/2019	1500	10.1	96.8	2.5	1000.0	40.0	8.0	CS		
1_2019	BOB	PABUK	05/01/2019	1800	10.4	96.5	2.5	1001.0	35.0	7.0	CS		
1_2019	BOB	PABUK	05/01/2019	2100	10.7	96.0	2.5	1001.0	35.0	7.0	CS		
1_2019	BOB	PABUK	06/01/2019	0000	11	95.5	2.5	1001.0	35.0	7.0	CS		
1_2019	BOB	PABUK	06/01/2019	0300	11.1	94.6	2.5	1001.0	35.0	7.0	CS		
1_2019	BOB	PABUK	06/01/2019	0600	11.2	94.0	2	1002.0	30.0	6.0	DD		
1_2019	BOB	PABUK	06/01/2019	1200	11.5	92.9	2	1003.0	30.0	5.0	DD		
1_2019	BOB	PABUK	06/01/2019		 Crossed Andaman Islands  near 11.6°N/92.7°E, close to south of Port Blair between 1300 and 1500 UTC of 6th January 2019								
1_2019	BOB	PABUK	06/01/2019	1800	12	92.2	2	1003.0	30.0	5.0	DD		
1_2019	BOB	PABUK	07/01/2019	0000	12.6	92.0	1.5	1004.0	25.0	4.0	D		
1_2019	BOB	PABUK	07/01/2019	0300	12.8	92.0	1.5	1004.0	25.0	4.0	D		
1_2019	BOB	PABUK	07/01/2019	0600	12.8	92.0	1.5	1004.0	25.0	4.0	D		
1_2019	BOB	PABUK	07/01/2019	1200	13.1	92.0	1.5	1004.0	25.0	4.0	D		
1_2019	BOB	PABUK	07/01/2019	1800	13.1	92.0	1.5	1005.0	20.0	3.0	D		
1_2019	BOB	PABUK	08/01/2019	0000	Weakened into a well marked low pressure area over eastcentral Bay of Bengal and adjoining  north Andaman Sea off Myanmar coast								
2_2019	BOB	FANI	26/04/2019	0300	2.7	89.7	1.5	998.0	25.0	4.0	D		
2_2019	BOB	FANI	26/04/2019	0600	3	89.4	1.5	998.0	25.0	4.0	D		
2_2019	BOB	FANI	26/04/2019	1200	3.2	89.2	1.5	998.0	25.0	4.0	D		
2_2019	BOB	FANI	26/04/2019	1800	3.7	88.8	1.5	998.0	25.0	4.0	D		
2_2019	BOB	FANI	27/04/2019	0000	4.5	88.8	2	997.0	30.0	5.0	DD		
2_2019	BOB	FANI	27/04/2019	0300	4.9	88.7	2	996.0	30.0	6.0	DD		
2_2019	BOB	FANI	27/04/2019	0600	5.2	88.6	2.5	995.0	35.0	7.0	CS		
2_2019	BOB	FANI	27/04/2019	0900	5.4	88.5	2.5	994.0	40.0	8.0	CS		
2_2019	BOB	FANI	27/04/2019	1200	5.9	88.5	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	27/04/2019	1500	6.3	88.5	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	27/04/2019	1800	6.6	88.2	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	27/04/2019	2100	6.9	87.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	0000	7.3	87.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	0300	7.3	87.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	0600	7.4	87.8	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	0900	7.7	87.5	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	1200	8.2	87.0	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	1500	8.3	86.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	1800	8.4	86.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	28/04/2019	2100	8.5	86.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	29/04/2019	0000	8.6	86.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	29/04/2019	0300	8.7	86.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	29/04/2019	0600	9.2	86.9	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	29/04/2019	0900	9.7	86.8	3	992.0	45.0	10.0	CS		
2_2019	BOB	FANI	29/04/2019	1200	10.1	86.7	3.5	986.0	55.0	16.0	SCS		
2_2019	BOB	FANI	29/04/2019	1500	10.4	86.7	3.5	986.0	55.0	16.0	SCS		
2_2019	BOB	FANI	29/04/2019	1800	10.8	86.6	3.5	986.0	55.0	16.0	SCS		
2_2019	BOB	FANI	29/04/2019	2100	11.1	86.5	4	982.0	65.0	20.0	VSCS		
2_2019	BOB	FANI	30/04/2019	0000	11.7	86.5	4	980.0	70.0	22.0	VSCS		
2_2019	BOB	FANI	30/04/2019	0300	12.3	86.2	4.5	974.0	75.0	28.0	VSCS		
2_2019	BOB	FANI	30/04/2019	0600	12.6	85.7	4.5	970.0	80.0	32.0	VSCS		
2_2019	BOB	FANI	30/04/2019	0900	13	85.3	4.5	966.0	85.0	36.0	VSCS		
2_2019	BOB	FANI	30/04/2019	1200	13.3	84.7	5	962.0	90.0	40.0	ESCS		
2_2019	BOB	FANI	30/04/2019	1500	13.4	84.5	5	957.0	95.0	45.0	ESCS		
2_2019	BOB	FANI	30/04/2019	1800	13.5	84.4	5	957.0	95.0	45.0	ESCS		
2_2019	BOB	FANI	30/04/2019	2100	13.6	84.2	5	957.0	95.0	45.0	ESCS		
2_2019	BOB	FANI	01/05/2019	0000	13.9	84.0	5	957.0	95.0	45.0	ESCS		
2_2019	BOB	FANI	01/05/2019	0300	14.1	83.9	5	957.0	95.0	45.0	ESCS		
2_2019	BOB	FANI	01/05/2019	0600	14.2	83.9	5	957.0	95.0	45.0	ESCS		
2_2019	BOB	FANI	01/05/2019	0900	14.5	84.1	5	955.0	95.0	45.0	ESCS		
2_2019	BOB	FANI	01/05/2019	1200	14.9	84.1	5.5	950.0	100.0	50.0	ESCS		
2_2019	BOB	FANI	01/05/2019	1500	15.1	84.1	5.5	950.0	100.0	50.0	ESCS		
2_2019	BOB	FANI	01/05/2019	1800	15.2	84.1	5.5	950.0	100.0	50.0	ESCS		
2_2019	BOB	FANI	01/05/2019	2100	15.5	84.2	5.5	950.0	100.0	50.0	ESCS		
2_2019	BOB	FANI	02/05/2019	0000	15.9	84.5	5.5	945.0	105.0	55.0	ESCS		
2_2019	BOB	FANI	02/05/2019	0300	16.2	84.6	5.5	945.0	105.0	55.0	ESCS		
2_2019	BOB	FANI	02/05/2019	0600	16.7	84.8	6	940.0	110.0	60.0	ESCS		
2_2019	BOB	FANI	02/05/2019	0900	17.1	84.8	6	932.0	115.0	66.0	ESCS		
2_2019	BOB	FANI	02/05/2019	1200	17.5	84.8	6	932.0	115.0	66.0	ESCS		
2_2019	BOB	FANI	02/05/2019	1500	17.8	84.9	6	934.0	115.0	66.0	ESCS		
2_2019	BOB	FANI	02/05/2019	1800	18.2	85.0	6	934.0	115.0	66.0	ESCS		
2_2019	BOB	FANI	02/05/2019	2100	18.6	85.2	6	934.0	115.0	66.0	ESCS		
2_2019	BOB	FANI	03/05/2019	0000	19.1	85.5	6	945.0	105.0	55.0	ESCS		
2_2019	BOB	FANI	03/05/2019	0300	19.6	85.7	5.5	952.0	100.0	50.0	ESCS		
